tag,kernel_id,block_id,sm_id,t_launch,t_dep_satisfied,t_end
trace_random,0,78,72,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,79,73,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,80,86,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,81,87,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,82,100,1785763601146720864,1785763601146720864,1785763601146825216
trace_random,0,83,101,1785763601146720864,1785763601146720864,1785763601146825184
trace_random,0,84,114,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,85,115,1785763601146720896,1785763601146720896,1785763601146825312
trace_random,0,86,128,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,87,129,1785763601146720832,1785763601146720832,1785763601146825120
trace_random,0,88,10,1785763601146720672,1785763601146720672,1785763601146824896
trace_random,0,89,11,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,90,26,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,91,27,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,92,42,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,93,43,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,94,58,1785763601146720672,1785763601146720672,1785763601146824928
trace_random,0,95,59,1785763601146720736,1785763601146720736,1785763601146824928
trace_random,0,96,74,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,97,75,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,98,88,1785763601146720672,1785763601146720672,1785763601146824896
trace_random,0,99,89,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,100,102,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,101,103,1785763601146720704,1785763601146720704,1785763601146824928
trace_random,0,102,116,1785763601146720672,1785763601146720672,1785763601146824928
trace_random,0,103,117,1785763601146720736,1785763601146720736,1785763601146824928
trace_random,0,104,130,1785763601146720640,1785763601146720640,1785763601146824864
trace_random,0,105,131,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,106,136,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,107,137,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,108,142,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,109,143,1785763601146720896,1785763601146720896,1785763601146825280
trace_random,0,110,144,1785763601146720896,1785763601146720896,1785763601146825248
trace_random,0,111,145,1785763601146720896,1785763601146720896,1785763601146825280
trace_random,0,112,146,1785763601146720864,1785763601146720864,1785763601146825216
trace_random,0,113,147,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,114,12,1785763601146720832,1785763601146720832,1785763601146824800
trace_random,0,115,13,1785763601146720800,1785763601146720800,1785763601146824768
trace_random,0,116,28,1785763601146720832,1785763601146720832,1785763601146824800
trace_random,0,117,29,1785763601146720864,1785763601146720864,1785763601146824928
trace_random,0,118,44,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,119,45,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,120,60,1785763601146720864,1785763601146720864,1785763601146824800
